Dealership,VDP_URL_1,Main_Photo,Make,Year_Model_Trim,Stock,Description,LeasePrice,DueAtSigning,LeaseTerm,disclaimer_1,PurchaseType,Luxury_Subject_Line,Luxury_Preheader,Lifestyle_Subject_Line,Lifestyle_Preheader,Hero_Disclaimer,Lifestyle_Body_Title,Lifestyle_Body,Hero_Image
MB Honolulu,https://www.mercedesbenzofhonolulu.com/used-Honolulu-2025-Mercedes+Benz-+-GLB+250-W1N4M4HB1SW381689,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025MBS93_01_640/cc_2025MBS931958583_01_640_149.png,Pre-Owned Mercedes-Benz,2025 GLB 250,W381689L,"Plus Tax, Title, License",499,2995,36,"*2025 GLB 250: Available only to qualified customers through MB Financial Services at Mercedes-Benz of Honolulu through Mon Jun 30 2025. Not everyone will qualify. Advertised 36 months lease payment based on MSRP of $50450 with a net capitalized cost of $42558. Dealer sets the final price. Dealer’s contribution may vary and could affect your actual lease payment. Includes Destination Charge. Excludes title, taxes, registration, license fees, insurance, Dealer prep and additional options. Offer excludes certain optional equipment shown or described. Total monthly payments equal $17964. Cash due at signing is $2995, which includes your first payment of $499. $1095 acquisition fee is added to the gross capitalized cost. Cap cost reduction is $2361. Your acquisition fee may vary by dealership. The acquisition fee charged by the Dealer may affect the total cash due at signing. No security deposit required. Total payments equal $19558. At lease end, lessee pays for any amounts due under the lease, any official fees and taxes related to the scheduled termination, excess wear and use plus $.25/mile over 22500 miles and a $595 vehicle turn-in fee. Purchase option at lease end for $29261 plus taxes (and any other fees and charges due under the applicable lease agreement) in example shown. Subject to credit approval. Specific vehicles are subject to availability and may have to be ordered. See participating Dealer for details. Offer not valid in Puerto Rico. Inventory is current at time of media release. Offer applies to Stock # W381689L.",Lease,,,,,"*2025 Mercedes-Benz CLA 250: Available only to qualified customers through MB Financial Services at Mercedes-Benz of Honolulu through Mon Jun 30 2025. Not everyone will qualify. Advertised 36 months lease payment based on MSRP of $50775 with a net capitalized cost of $43607. Dealer sets the final price. Dealer’s contribution may vary and could affect your actual lease payment. Includes Destination Charge. Excludes title, taxes, registration, license fees, insurance, Dealer prep and additional options. Offer excludes certain optional equipment shown or described. Total monthly payments equal $19059. Cash due at signing is $1995, which includes your first payment of $499. $1095 acquisition fee is added to the gross capitalized cost. Cap cost reduction is $1406. Your acquisition fee may vary by dealership. The acquisition fee charged by the Dealer may affect the total cash due at signing. No security deposit required. Total payments equal $17964. At lease end, lessee pays for any amounts due under the lease, any official fees and taxes related to the scheduled termination, excess wear and use plus $0.25/mile over 22500 miles and a $595 vehicle turn-in fee. Purchase option at lease end for $27926 plus taxes (and any other fees and charges due under the applicable lease agreement) in example shown. Subject to credit approval. Specific vehicles are subject to availability and may have to be ordered. See participating Dealer for details. Offer not valid in Puerto Rico. Inventory is current at time of media release. Offer applies to Stock # N490151L.",,,
MB Honolulu,https://www.mercedesbenzofhonolulu.com/used-Honolulu-2025-Mercedes+Benz-+-GLB+250-W1N4M4GBXSW413587,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025MBS93_01_640/cc_2025MBS931958585_01_640_787.png,Pre-Owned Mercedes-Benz,2025 GLB 250,W413587L,"Plus Tax, Title, License",499,2995,36,"*2025 GLB 250: Available only to qualified customers through MB Financial Services at Mercedes-Benz of Honolulu through Mon Jun 30 2025. Not everyone will qualify. Advertised 36 months lease payment based on MSRP of $48300 with a net capitalized cost of $41780. Dealer sets the final price. Dealer’s contribution may vary and could affect your actual lease payment. Includes Destination Charge. Excludes title, taxes, registration, license fees, insurance, Dealer prep and additional options. Offer excludes certain optional equipment shown or described. Total monthly payments equal $17964. Cash due at signing is $2995, which includes your first payment of $499. $1095 acquisition fee is added to the gross capitalized cost. Cap cost reduction is $2361. Your acquisition fee may vary by dealership. The acquisition fee charged by the Dealer may affect the total cash due at signing. No security deposit required. Total payments equal $19558. At lease end, lessee pays for any amounts due under the lease, any official fees and taxes related to the scheduled termination, excess wear and use plus $.25/mile over 22500 miles and a $595 vehicle turn-in fee. Purchase option at lease end for $28014 plus taxes (and any other fees and charges due under the applicable lease agreement) in example shown. Subject to credit approval. Specific vehicles are subject to availability and may have to be ordered. See participating Dealer for details. Offer not valid in Puerto Rico. Inventory is current at time of media release. Offer applies to Stock # W413587L W409981L.",Lease,,,,,"*2025 Mercedes-Benz CLA 250: Available only to qualified customers through MB Financial Services at Mercedes-Benz of Honolulu through Mon Jun 30 2025. Not everyone will qualify. Advertised 36 months lease payment based on MSRP of $50775 with a net capitalized cost of $43607. Dealer sets the final price. Dealer’s contribution may vary and could affect your actual lease payment. Includes Destination Charge. Excludes title, taxes, registration, license fees, insurance, Dealer prep and additional options. Offer excludes certain optional equipment shown or described. Total monthly payments equal $19059. Cash due at signing is $1995, which includes your first payment of $499. $1095 acquisition fee is added to the gross capitalized cost. Cap cost reduction is $1406. Your acquisition fee may vary by dealership. The acquisition fee charged by the Dealer may affect the total cash due at signing. No security deposit required. Total payments equal $17964. At lease end, lessee pays for any amounts due under the lease, any official fees and taxes related to the scheduled termination, excess wear and use plus $0.25/mile over 22500 miles and a $595 vehicle turn-in fee. Purchase option at lease end for $27926 plus taxes (and any other fees and charges due under the applicable lease agreement) in example shown. Subject to credit approval. Specific vehicles are subject to availability and may have to be ordered. See participating Dealer for details. Offer not valid in Puerto Rico. Inventory is current at time of media release. Offer applies to Stock # N490151L.",,,
MB Honolulu,https://www.mercedesbenzofhonolulu.com/offerdetails-Used-Honolulu-Hawaii-2025-Mercedes-Benz-GLC-300-1529675,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025MBS68_01_640/cc_2025MBS680007_01_640_818.png,Pre-Owned Mercedes-Benz,2025 GLC 300,"F303256L, F296045L","Plus Tax, Title, License",599,4995,36,"*2025 GLC 300: Available only to qualified customers through MB Financial Services at Mercedes-Benz of Honolulu through Mon Jun 30 2025. Not everyone will qualify. Advertised 36 months lease payment based on MSRP of $51335 with a net capitalized cost of $45189. Dealer sets the final price. Dealer’s contribution may vary and could affect your actual lease payment. Includes Destination Charge. Excludes title, taxes, registration, license fees, insurance, Dealer prep and additional options. Offer excludes certain optional equipment shown or described. Total monthly payments equal $22579. Cash due at signing is $4995, which includes your first payment of $599. $1095 acquisition fee is added to the gross capitalized cost. Cap cost reduction is $4171. Your acquisition fee may vary by dealership. The acquisition fee charged by the Dealer may affect the total cash due at signing. No security deposit required. Total payments equal $21564. At lease end, lessee pays for any amounts due under the lease, any official fees and taxes related to the scheduled termination, excess wear and use plus $0.25/mile over 22500 miles and a $595 vehicle turn-in fee. Purchase option at lease end for $29774 plus taxes (and any other fees and charges due under the applicable lease agreement) in example shown. Subject to credit approval. Specific vehicles are subject to availability and may have to be ordered. See participating Dealer for details. Offer not valid in Puerto Rico. Inventory is current at time of media release. Offer applies to Stock # F303256L.",Lease,,,,,"*2025 Mercedes-Benz CLA 250: Available only to qualified customers through MB Financial Services at Mercedes-Benz of Honolulu through Mon Jun 30 2025. Not everyone will qualify. Advertised 36 months lease payment based on MSRP of $50775 with a net capitalized cost of $43607. Dealer sets the final price. Dealer’s contribution may vary and could affect your actual lease payment. Includes Destination Charge. Excludes title, taxes, registration, license fees, insurance, Dealer prep and additional options. Offer excludes certain optional equipment shown or described. Total monthly payments equal $19059. Cash due at signing is $1995, which includes your first payment of $499. $1095 acquisition fee is added to the gross capitalized cost. Cap cost reduction is $1406. Your acquisition fee may vary by dealership. The acquisition fee charged by the Dealer may affect the total cash due at signing. No security deposit required. Total payments equal $17964. At lease end, lessee pays for any amounts due under the lease, any official fees and taxes related to the scheduled termination, excess wear and use plus $0.25/mile over 22500 miles and a $595 vehicle turn-in fee. Purchase option at lease end for $27926 plus taxes (and any other fees and charges due under the applicable lease agreement) in example shown. Subject to credit approval. Specific vehicles are subject to availability and may have to be ordered. See participating Dealer for details. Offer not valid in Puerto Rico. Inventory is current at time of media release. Offer applies to Stock # N490151L.",,,
MB Honolulu,https://www.mercedesbenzofhonolulu.com/offerdetails-Used-Honolulu-Hawaii-2025-Mercedes-Benz-C-300-1525749,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025MBC89_01_640/cc_2025MBC890002_01_640_149.png,Pre-Owned Mercedes-Benz,2025 C300,"R255284L, R251815L","Plus Tax, Title, License",599,2995,36,"*2025 C300: Available only to qualified customers through MB Financial Services at Mercedes-Benz of Honolulu through Mon Jun 30 2025. Not everyone will qualify. Advertised 36 months lease payment based on MSRP of $56050 with a net capitalized cost of $48961. Dealer sets the final price. Dealer’s contribution may vary and could affect your actual lease payment. Includes Destination Charge. Excludes title, taxes, registration, license fees, insurance, Dealer prep and additional options. Offer excludes certain optional equipment shown or described. Total monthly payments equal $22659. Cash due at signing is $2995, which includes your first payment of $599. $1095 acquisition fee is added to the gross capitalized cost. Cap cost reduction is $2261. Your acquisition fee may vary by dealership. The acquisition fee charged by the Dealer may affect the total cash due at signing. No security deposit required. Total payments equal $21564. At lease end, lessee pays for any amounts due under the lease, any official fees and taxes related to the scheduled termination, excess wear and use plus $0.25/mile over 22500 miles and a $595 vehicle turn-in fee. Purchase option at lease end for $31948 plus taxes (and any other fees and charges due under the applicable lease agreement) in example shown. Subject to credit approval. Specific vehicles are subject to availability and may have to be ordered. See participating Dealer for details. Offer not valid in Puerto Rico. Inventory is current at time of media release. Offer applies to Stock # W1KAF4GB0SR255284.",Lease,,,,,"*2025 Mercedes-Benz CLA 250: Available only to qualified customers through MB Financial Services at Mercedes-Benz of Honolulu through Mon Jun 30 2025. Not everyone will qualify. Advertised 36 months lease payment based on MSRP of $50775 with a net capitalized cost of $43607. Dealer sets the final price. Dealer’s contribution may vary and could affect your actual lease payment. Includes Destination Charge. Excludes title, taxes, registration, license fees, insurance, Dealer prep and additional options. Offer excludes certain optional equipment shown or described. Total monthly payments equal $19059. Cash due at signing is $1995, which includes your first payment of $499. $1095 acquisition fee is added to the gross capitalized cost. Cap cost reduction is $1406. Your acquisition fee may vary by dealership. The acquisition fee charged by the Dealer may affect the total cash due at signing. No security deposit required. Total payments equal $17964. At lease end, lessee pays for any amounts due under the lease, any official fees and taxes related to the scheduled termination, excess wear and use plus $0.25/mile over 22500 miles and a $595 vehicle turn-in fee. Purchase option at lease end for $27926 plus taxes (and any other fees and charges due under the applicable lease agreement) in example shown. Subject to credit approval. Specific vehicles are subject to availability and may have to be ordered. See participating Dealer for details. Offer not valid in Puerto Rico. Inventory is current at time of media release. Offer applies to Stock # N490151L.",,,
,,,,,,,,,,,,,,,,,,,
Porsche Seattle North,https://www.porscheseattlenorth.com/searchnew.aspx?ModelAndTrim=Macan,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025PRS03_01_640/cc_2025PRS031975913_01_640_2T.png,Porsche,2025 Macan,37 Vehicles Available,"Plus Tax, Title, License",949,8759,39,"*2025 Macan: Actual lease price determined by your authorized Porsche Center; your payments may vary. Price and lease payment could increase based on potential tariffs. Closed-end lease offered to qualified lessees with approved credit by Porsche Financial Services (PFS) through participating U.S. dealers. Must take delivery by 6/30/2025. Estimated payments based upon MSRP of $74,375 (includes delivery, processing, and handling fee) for a Model Year 2025 Macan. Model pictured may be priced higher and may have optional features and equipment. Price excludes any title, taxes, registration, license fees, insurance, maintenance, and dealer fees. Lease payments of $949.42 for 39 months total $37,027.38 based on the adjusted capitalized cost of $65,356 (requires dealer contribution, which could affect price). Actual MSRP may vary and could affect your monthly lease payment. Total due from customer at signing $8,759.42 (first month’s payment, acquisition fee of $1,095, and capitalized cost reduction of $6,715). No security deposit required. At lease end, lessee pays excess wear, $.30/mile over 32,500 miles, and $595 disposition fee. (Disposition fee not applicable on New York Motor Vehicle Lease Agreements executed on or after January 1, 2025). Purchase option at lease end $43,138 plus taxes. Specific vehicles and options are subject to availability and your price may vary. For additional information, see your participating authorized Porsche Center.",Lease,,,,,,,,
Porsche Seattle North,https://www.porscheseattlenorth.com/new-Lynnwood-2025-Porsche-Macan-Electric-WP1AD2XA8SL076338,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025PRS07_01_640/cc_2025PRS070007_01_640_D0.png,Porsche,2025 Macan Electric,L076338,"Plus Tax, Title, License",1049,8909,39,"*2025 Macan Electric: Actual lease price determined by your authorized Porsche Center; your payments may vary. Price and lease payment could increase based on potential tariffs. Closed-end lease offered to qualified lessees with approved credit by Porsche Financial Services (PFS) through participating U.S. dealers. Must take delivery by 6/30/2025. Estimated payments based upon MSRP of $86,365 (includes delivery, processing, and handling fee) for a Model Year 2025 Macan Electric. Model pictured may be priced higher and may have optional features and equipment. Price excludes any title, taxes, registration, license fees, insurance, maintenance, and dealer fees. Lease payments of $1,049.35 for 39 months total $40,924.65 based on the adjusted capitalized cost of $72,100, which includes a non-cash credit in the amount of $7,500 based on the PFS Clean Vehicle Lease Tax Credit Pass-Through program. The PFS Clean Vehicle Lease Tax Credit Pass-Through program may change or be discontinued at any time, without notice, which could affect your monthly lease payment. Actual MSRP may vary and could affect your monthly lease payment. Total due from customer at signing $8,909.35 (first month’s payment, acquisition fee of $1,095, and capitalized cost reduction of $6,765). No security deposit required. At lease end, lessee pays excess wear, $.30/mile over 32,500 miles, and $595 disposition fee. (Disposition fee not applicable on New York Motor Vehicle Lease Agreements executed on or after January 1, 2025). Purchase option at lease end $47,501 plus taxes. Specific vehicles and options are subject to availability and your price may vary. For additional information, see your participating authorized Porsche Center.",Lease,,,,,,,,
Porsche Seattle North,https://www.porscheseattlenorth.com/searchnew.aspx?ModelAndTrim=Cayenne,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025PRS05_01_640/cc_2025PRS051973473_01_640_0L.png,Porsche,2025 Cayenne,16 Vehicles Available,"Plus Tax, Title, License",1249,10209,39,"*2025 Cayenne: Actual lease price determined by your authorized Porsche Center; your payments may vary. Price and lease payment could increase based on potential tariffs. Closed-end lease offered to qualified lessees with approved credit by Porsche Financial Services (PFS) through participating U.S. dealers. Must take delivery by 6/2/2025. Estimated payments based upon MSRP of $96,735 (includes delivery, processing, and handling fee) for a Model Year 2025 Cayenne. Model pictured may be priced higher and may have optional features and equipment. Price excludes any title, taxes, registration, license fees, insurance, maintenance, and dealer fees. Lease payments of $1,249.31 for 39 months total $48,723.09 based on the adjusted capitalized cost of $86,970 (requires dealer contribution, which could affect price. Actual MSRP may vary and could affect your monthly lease payment. Total due from customer at signing $10,209.31 (first month’s payment, acquisition fee of $1,095, and capitalized cost reduction of $7,865). No security deposit required. At lease end, lessee pays excess wear, $.30/mile over 32,500 miles, and $595 disposition fee. (Disposition fee not applicable on New York Motor Vehicle Lease Agreements executed on or after January 1, 2025). Purchase option at lease end $58,041 plus taxes. Specific vehicles and options are subject to availability and your price may vary. For additional information, see your participating authorized Porsche Center.",Lease,,,,,,,,
Porsche Seattle North,https://www.porscheseattlenorth.com/searchnew.aspx?ModelAndTrim=panamera,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025PRC13_01_640/cc_2025PRC131969766_01_640_U4.png,Porsche,2025 Panamera,11 Vehicles Available,"Plus Tax, Title, License",1549,12109,39,"*2025 Panamera: Actual lease price determined by your authorized Porsche Center; your payments may vary. Price and lease payment could increase based on potential tariffs. Closed-end lease offered to qualified lessees with approved credit by Porsche Financial Services (PFS) through participating U.S. dealers. Must take delivery by 6/2/2025. Estimated payments based upon MSRP of $115,745 (includes delivery, processing, and handling fee) for a Model Year 2025 Panamera. Model pictured may be priced higher and may have optional features and equipment. Price excludes any title, taxes, registration, license fees, insurance, maintenance, and dealer fees. Lease payments of $1,549.25 for 39 months total $60,420.75 based on the adjusted capitalized cost of $104,170 (requires dealer contribution, which could affect price). Actual MSRP may vary and could affect your monthly lease payment. Total due from customer at signing $12,109.25 (first month’s payment, acquisition fee of $1,095, and capitalized cost reduction of $9,465). No security deposit required. At lease end, lessee pays excess wear, $.30/mile over 32,500 miles, and $595 disposition fee. (Disposition fee not applicable on New York Motor Vehicle Lease Agreements executed on or after January 1, 2025). Purchase option at lease end $67,132 plus taxes. Specific vehicles and options are subject to availability and your price may vary. For additional information, see your participating authorized Porsche Center.",Lease,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Volkswagen Anchorage (MANUAL BUILD) ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Porsche Anchorage,https://www.porscheanchorage.com/searchnew.aspx?ModelAndTrim=Macan,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025PRS03_01_640/cc_2025PRS031975913_01_640_2T.png,Porsche,2025 Macan,10 Vehicles Available,"Plus Tax, Title, License",949,8759,39,"*2025 Macan: Actual lease price determined by your authorized Porsche Center; your payments may vary. Price and lease payment could increase based on potential tariffs. Closed-end lease offered to qualified lessees with approved credit by Porsche Financial Services (PFS) through participating U.S. dealers. Must take delivery by 6/30/2025. Estimated payments based upon MSRP of $74,375 (includes delivery, processing, and handling fee) for a Model Year 2025 Macan. Model pictured may be priced higher and may have optional features and equipment. Price excludes any title, taxes, registration, license fees, insurance, maintenance, and dealer fees. Lease payments of $949.42 for 39 months total $37,027.38 based on the adjusted capitalized cost of $65,356 (requires dealer contribution, which could affect price). Actual MSRP may vary and could affect your monthly lease payment. Total due from customer at signing $8,759.42 (first month’s payment, acquisition fee of $1,095, and capitalized cost reduction of $6,715). No security deposit required. At lease end, lessee pays excess wear, $.30/mile over 32,500 miles, and $595 disposition fee. (Disposition fee not applicable on New York Motor Vehicle Lease Agreements executed on or after January 1, 2025). Purchase option at lease end $43,138 plus taxes. Specific vehicles and options are subject to availability and your price may vary. For additional information, see your participating authorized Porsche Center.",Lease,,,,,,,,
Porsche Anchorage,https://www.porscheanchorage.com/searchnew.aspx?ModelAndTrim=Cayenne,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025PRS05_01_640/cc_2025PRS051973473_01_640_0L.png,Porsche,2025 Cayenne,8 Vehicles Available,"Plus Tax, Title, License",1249,10209,39,"*2025 Cayenne: Actual lease price determined by your authorized Porsche Center; your payments may vary. Price and lease payment could increase based on potential tariffs. Closed-end lease offered to qualified lessees with approved credit by Porsche Financial Services (PFS) through participating U.S. dealers. Must take delivery by 6/2/2025. Estimated payments based upon MSRP of $96,735 (includes delivery, processing, and handling fee) for a Model Year 2025 Cayenne. Model pictured may be priced higher and may have optional features and equipment. Price excludes any title, taxes, registration, license fees, insurance, maintenance, and dealer fees. Lease payments of $1,249.31 for 39 months total $48,723.09 based on the adjusted capitalized cost of $86,970 (requires dealer contribution, which could affect price. Actual MSRP may vary and could affect your monthly lease payment. Total due from customer at signing $10,209.31 (first month’s payment, acquisition fee of $1,095, and capitalized cost reduction of $7,865). No security deposit required. At lease end, lessee pays excess wear, $.30/mile over 32,500 miles, and $595 disposition fee. (Disposition fee not applicable on New York Motor Vehicle Lease Agreements executed on or after January 1, 2025). Purchase option at lease end $58,041 plus taxes. Specific vehicles and options are subject to availability and your price may vary. For additional information, see your participating authorized Porsche Center.",Lease,,,,,,,,
Porsche Anchorage,https://www.porscheanchorage.com/searchnew.aspx?ModelAndTrim=Panamera,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025PRC13_01_640/cc_2025PRC131969766_01_640_U4.png,Porsche,2025 Panamera,"WP0AA2YA2RL001110, WP0AA2YA8SL012246","Plus Tax, Title, License",1549,12109,39,"*2025 Panamera: Actual lease price determined by your authorized Porsche Center; your payments may vary. Price and lease payment could increase based on potential tariffs. Closed-end lease offered to qualified lessees with approved credit by Porsche Financial Services (PFS) through participating U.S. dealers. Must take delivery by 6/2/2025. Estimated payments based upon MSRP of $115,745 (includes delivery, processing, and handling fee) for a Model Year 2025 Panamera. Model pictured may be priced higher and may have optional features and equipment. Price excludes any title, taxes, registration, license fees, insurance, maintenance, and dealer fees. Lease payments of $1,549.25 for 39 months total $60,420.75 based on the adjusted capitalized cost of $104,170 (requires dealer contribution, which could affect price). Actual MSRP may vary and could affect your monthly lease payment. Total due from customer at signing $12,109.25 (first month’s payment, acquisition fee of $1,095, and capitalized cost reduction of $9,465). No security deposit required. At lease end, lessee pays excess wear, $.30/mile over 32,500 miles, and $595 disposition fee. (Disposition fee not applicable on New York Motor Vehicle Lease Agreements executed on or after January 1, 2025). Purchase option at lease end $67,132 plus taxes. Specific vehicles and options are subject to availability and your price may vary. For additional information, see your participating authorized Porsche Center.",Lease,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Swickard Toyota,https://www.swickardtoyota.com/new-Edmonds-2025-Toyota-GR86-MT-JF1ZNBB15S9752565,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025TOC37_01_640/cc_2025TOC371933460_01_640_P8Y.png,Toyota,2025 GR86,9752565,"Plus Tax, Title, License",499,999,36,"*2025 GR86 Premium: Terms available on approved credit through Toyota Financial Services (TFS) at participating Toyota dealers. Not all customers qualify. Lease example based on 2025 GR86 Premium with Total SRP of $33373, net capitalized cost of $33408, and a lease end purchase amount of $21358. $999 Due At Signing includes $999 customer down payment, first month's payment of $499 for 36 months, and a $650 Acquisition Fee. Security deposit required with exception of prior Toyota Financial Services (TFS) financing history and/or TFS credit rating in which a security deposit may be waived. Tax, title, license are extra. Cash from TMS must be applied as a capitalized cost reduction (down payment) that is excluded from due at signing; no cash back option. Dealer contribution may vary and could affect lease payment. Individual dealer prices, monthly payment, and other terms and offers may vary. Must lease from participating dealer's stock and terms are subject to vehicle availability. Lessee responsible for maintenance, excess wear and use, and will pay $0.15 per mile for all mileage over 30000 miles. $350 disposition fee is due at lease end. Doc Fee: $200. Cannot be combined with TFS Finance Cash, Down Payment Assistance, Trade-in Assistance, Customer Cash, APR, Finance Subvention Cash. Offer available in WA regardless of buyer's residency; void where prohibited. Expires Mon Jun 30 2025. Dealer sets final price. See your participating Toyota dealer for details. Toyota Financial Services is a service mark used by Toyota Motor Credit Corporation (TMCC). Retail installment accounts may be owned by TMCC or its securitization affiliates and lease accounts may be owned by Toyota Lease Trust (TLT) or its securitization affiliates. TMCC is the servicer for accounts owned by TMCC, TLT, and their securitization affiliates. VIN: 9752565.",Lease,,,,,"*2025 Camry LE AWD: Terms available on approved credit through Toyota Financial Services (TFS) at participating Toyota dealers. Not all customers qualify. Lease example based on 2025 Camry LE AWD with Total SRP of $33302, net capitalized cost of $32437, and a lease end purchase amount of $21646. $429 Due At Signing includes $429 customer down payment, first month's payment of $429 for 36 months, and a $650 Acquisition Fee. Security deposit required with exception of prior Toyota Financial Services (TFS) financing history and/or TFS credit rating in which a security deposit may be waived. Tax, title, license are extra. Cash from TMS must be applied as a capitalized cost reduction (down payment) that is excluded from due at signing; no cash back option. Dealer contribution may vary and could affect lease payment. Individual dealer prices, monthly payment, and other terms and offers may vary. Must lease from participating dealer's stock and terms are subject to vehicle availability. Lessee responsible for maintenance, excess wear and use, and will pay $0.15 per mile for all mileage over 30000 miles. $350 disposition fee is due at lease end. Doc Fee: $200. Cannot be combined with TFS Finance Cash, Down Payment Assistance, Trade-in Assistance, Customer Cash, APR, Finance Subvention Cash. Offer available in WA regardless of buyer's residency; void where prohibited. Expires Mon Jun 30 2025. Dealer sets final price. See your participating Toyota dealer for details. Toyota Financial Services is a service mark used by Toyota Motor Credit Corporation (TMCC). Retail installment accounts may be owned by TMCC or its securitization affiliates and lease accounts may be owned by Toyota Lease Trust (TLT) or its securitization affiliates. TMCC is the servicer for accounts owned by TMCC, TLT, and their securitization affiliates. VIN: U028581. ",,,
Swickard Toyota,https://www.swickardtoyota.com/offerdetails-New-Edmonds-Washington-2025-bZ4X-1536792,https://cr.dealeron.us/assets/stock/ColorMatched_01/Transparent/640/cc_2025TOS24_01_640/cc_2025TOS241937478_01_640_202.png,Toyota,2025 bZ4X,"A073054, A071554","Plus Tax, Title, License",309,2499,36,"*2025 bZ4X: Terms available on approved credit through Toyota Financial Services (TFS) at participating Toyota dealers. Not all customers qualify. Lease example based on 2025 bZ4X 4WD Wagon XLE Battery Electric Vehicle Model 2872 with Total SRP of $41,534, net capitalized cost of $28,551, and a lease end purchase amount of $17,444. $2,499 Due At Signing includes $1,540 customer down payment, first month's payment of $309 for 36 months, and $650 Acquisition Fee. Security deposit required with exception of prior Toyota Financial Services (TFS) financing history and/or TFS credit rating in which a security deposit may be waived. Tax, title, license are extra. $10,000 cash from TMS must be applied as a capitalized cost reduction (down payment) that is excluded from due at signing; no cash back option. Dealer contribution may vary and could affect lease payment. Individual dealer prices, monthly payment, and other terms and offers may vary. Must lease from participating dealer's stock and terms are subject to vehicle availability. Lessee responsible for maintenance, excess wear and use, and will pay $0.15 per mile for all mileage over 12,000 miles per year. $350 disposition fee is due at lease end. Cannot be combined with TFS Finance Cash, Down Payment Assistance, Trade-in Assistance, Customer Cash, APR, Finance Subvention Cash. Offer available in AK, ID, MT, OR, WA regardless of buyer's residency; void where prohibited. Expires 06-30-2025. Dealer sets final price. See your participating Toyota dealer for details. Toyota Financial Services is a service mark used by Toyota Motor Credit Corporation (TMCC). Retail installment accounts may be owned by TMCC or its securitization affiliates and lease accounts may be owned by Toyota Lease Trust (TLT) or its securitization affiliates. TMCC is the servicer for accounts owned by TMCC, TLT, and their securitization affiliates. A negotiable documentary service fee of up to $200 may be added to the sales price or capitalized cost. Or Qualified customers who finance a new 2025 bZ4X can receive as low as 0% APR for 72 months with 72 monthly payments of $13.89 for every $1,000 financed. Terms available on approved credit through Toyota Financial Services (TFS) at participating Toyota dealers. For only very well qualified customers. Cash offer must be applied toward required down payment amount or percentage. Amount financed, down payment amount, and credit worthiness may impact availability of offer. There is no cash back option.",Lease,,,,,"*2025 Camry LE AWD: Terms available on approved credit through Toyota Financial Services (TFS) at participating Toyota dealers. Not all customers qualify. Lease example based on 2025 Camry LE AWD with Total SRP of $33302, net capitalized cost of $32437, and a lease end purchase amount of $21646. $429 Due At Signing includes $429 customer down payment, first month's payment of $429 for 36 months, and a $650 Acquisition Fee. Security deposit required with exception of prior Toyota Financial Services (TFS) financing history and/or TFS credit rating in which a security deposit may be waived. Tax, title, license are extra. Cash from TMS must be applied as a capitalized cost reduction (down payment) that is excluded from due at signing; no cash back option. Dealer contribution may vary and could affect lease payment. Individual dealer prices, monthly payment, and other terms and offers may vary. Must lease from participating dealer's stock and terms are subject to vehicle availability. Lessee responsible for maintenance, excess wear and use, and will pay $0.15 per mile for all mileage over 30000 miles. $350 disposition fee is due at lease end. Doc Fee: $200. Cannot be combined with TFS Finance Cash, Down Payment Assistance, Trade-in Assistance, Customer Cash, APR, Finance Subvention Cash. Offer available in WA regardless of buyer's residency; void where prohibited. Expires Mon Jun 30 2025. Dealer sets final price. See your participating Toyota dealer for details. Toyota Financial Services is a service mark used by Toyota Motor Credit Corporation (TMCC). Retail installment accounts may be owned by TMCC or its securitization affiliates and lease accounts may be owned by Toyota Lease Trust (TLT) or its securitization affiliates. TMCC is the servicer for accounts owned by TMCC, TLT, and their securitization affiliates. VIN: U028581. ",,,
